ID_BB_GLOBAL,FIELD,VALUE,SOURCE,TSTAMP
BBG00JRYY186,exch_code,BUENOS AIRES,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYY186,issuer,BANCO SANTANDER RIO SA,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYY186,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZBW6,id_isin,CL0002462399,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZBW6,id_cusip,AQ8487185,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZBW6,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZBW6,ticker,AQ8487185,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZBW6,name,RUTA DEL MAIPO SOC CONC,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZBW6,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZBW6,issuer,RUTA DEL MAIPO SOC CONC,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZBW6,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZD34,id_isin,CL0002462407,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZD34,id_cusip,AQ8487219,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZD34,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZD34,ticker,AQ8487219,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZD34,name,RUTA DEL MAIPO SOC CONC,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZD34,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZD34,issuer,RUTA DEL MAIPO SOC CONC,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZD34,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZG91,id_isin,CL0002464098,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZG91,id_cusip,AQ8487227,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZG91,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZG91,ticker,AQ8487227,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZG91,name,RUTA DEL MAIPO SOC CONC,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZG91,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZG91,issuer,RUTA DEL MAIPO SOC CONC,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRYZG91,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JS9FX45,id_isin,XS1763161012,corp_pfd.diff,2024-02-23 21:56:28
BBG00JS9FX45,id_cusip,AQ8505242,corp_pfd.diff,2024-02-23 21:56:28
BBG00JS9FX45,id_sedol1,BFY0Z50,corp_pfd.diff,2024-02-23 21:56:28
BBG00JS9FX45,ticker,AQ8505242,corp_pfd.diff,2024-02-23 21:56:28
BBG00JS9FX45,name,AGUA Y SANEAMIENTOS ARG,corp_pfd.diff,2024-02-23 21:56:28
BBG00JS9FX45,exch_code,FRANKFURT,corp_pfd.diff,2024-02-23 21:56:28
BBG00JS9FX45,issuer,AGUA Y SANEAMIENTOS ARG,corp_pfd.diff,2024-02-23 21:56:28
BBG00JS9FX45,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JV9MB05,id_isin,XS1759265264,corp_pfd.diff,2024-02-23 21:56:28
BBG00JV9MB05,id_cusip,AQ8842249,corp_pfd.diff,2024-02-23 21:56:28
BBG00JV9MB05,id_sedol1,BF59HZ0,corp_pfd.diff,2024-02-23 21:56:28
BBG00JV9MB05,ticker,AQ8842249,corp_pfd.diff,2024-02-23 21:56:28
BBG00JV9MB05,name,FORTUNE STAR BVI LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JV9MB05,exch_code,SGX-ST,corp_pfd.diff,2024-02-23 21:56:28
BBG00JV9MB05,issuer,FORTUNE STAR BVI LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JV9MB05,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVKDLJ8,id_isin,MX91VA2600H7,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVKDLJ8,id_cusip,AQ8935696,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVKDLJ8,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVKDLJ8,ticker,AQ8935696,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVKDLJ8,name,VALUE ARRENDADORA S.A.,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVKDLJ8,exch_code,MEXICO,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVKDLJ8,issuer,VALUE ARRENDADORA S.A.,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVKDLJ8,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVL4N93,id_isin,AU3FN0040580,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVL4N93,id_cusip,AQ8942130,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVL4N93,id_sedol1,BG06515,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVL4N93,ticker,AQ8942130,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVL4N93,name,QNB FINANCE LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVL4N93,exch_code,FRANKFURT,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVL4N93,issuer,QNB FINANCE LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVL4N93,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRRR96,id_isin,US92849LAA35,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRRR96,id_cusip,92849LAA3,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRRR96,id_sedol1,BG07CL7,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRRR96,ticker,AQ9074388,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRRR96,name,VITALITY RE IX LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRRR96,exch_code,TRACE,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRRR96,issuer,VITALITY RE IX LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRRR96,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRS6M6,id_isin,US92849LAB18,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRS6M6,id_cusip,92849LAB1,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRS6M6,id_sedol1,BG07CM8,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRS6M6,ticker,AQ9075906,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRS6M6,name,VITALITY RE IX LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRS6M6,exch_code,TRACE,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRS6M6,issuer,VITALITY RE IX LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVRS6M6,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP7T7,id_isin,CL0002414374,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP7T7,id_cusip,AQ9224330,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP7T7,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP7T7,ticker,AQ9224330,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP7T7,name,VIVOCORP SA,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP7T7,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP7T7,issuer,VIVOCORP SA,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP7T7,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP8C3,id_isin,CL0002414382,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP8C3,id_cusip,AQ9224348,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP8C3,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP8C3,ticker,AQ9224348,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP8C3,name,VIVOCORP SA,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP8C3,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP8C3,issuer,VIVOCORP SA,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXP8C3,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JWSYVM1,id_isin,HK0000396314,corp_pfd.diff,2024-02-23 21:56:28
BBG00JWSYVM1,id_cusip,AQ9421472,corp_pfd.diff,2024-02-23 21:56:28
BBG00JWSYVM1,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JWSYVM1,ticker,AQ9421472,corp_pfd.diff,2024-02-23 21:56:28
BBG00JWSYVM1,name,WHARF REIC FINANCE BVI,corp_pfd.diff,2024-02-23 21:56:28
BBG00JWSYVM1,exch_code,NOT LISTED,corp_pfd.diff,2024-02-23 21:56:28
BBG00JWSYVM1,issuer,WHARF REIC FINANCE BVI,corp_pfd.diff,2024-02-23 21:56:28
BBG00JWSYVM1,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX64JK0,id_isin,XS1765441636,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX64JK0,id_cusip,AQ9991615,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX64JK0,id_sedol1,BK7Z3N1,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX64JK0,ticker,AQ9991615,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX64JK0,name,INTL BK RECON & DEVELOP,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX64JK0,exch_code,LUXEMBOURG,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX64JK0,issuer,INTL BK RECON & DEVELOP,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX64JK0,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KRP9,id_isin,US822538AE44,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KRP9,id_cusip,822538AE4,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KRP9,id_sedol1,BFX72C8,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KRP9,ticker,AR0033837,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KRP9,name,SHELF DRILL HOLD LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KRP9,exch_code,TRACE,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KRP9,issuer,SHELF DRILL HOLD LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KRP9,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KV07,id_isin,USG23618AC87,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KV07,id_cusip,AR0033936,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KV07,id_sedol1,BFX72G2,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KV07,ticker,AR0033936,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KV07,name,SHELF DRILL HOLD LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KV07,exch_code,TRACE,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KV07,issuer,SHELF DRILL HOLD LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX6KV07,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX842G8,id_isin,XS1765843609,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX842G8,id_cusip,AR0142562,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX842G8,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX842G8,ticker,AR0142562,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX842G8,name,SYLPH LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX842G8,exch_code,NOT LISTED,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX842G8,issuer,SYLPH LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00JX842G8,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDB5C4,id_isin,CL0002417443,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDB5C4,id_cusip,AR1634153,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDB5C4,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDB5C4,ticker,AR1634153,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDB5C4,name,BANC CREDITO INVERSIONES,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDB5C4,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDB5C4,issuer,BANC CREDITO INVERSIONES,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDB5C4,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDFT92,id_isin,CL0002417450,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDFT92,id_cusip,AR1655661,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDFT92,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDFT92,ticker,AR1655661,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDFT92,name,BANC CREDITO INVERSIONES,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDFT92,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDFT92,issuer,BANC CREDITO INVERSIONES,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDFT92,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHNQ4,id_isin,CL0002417468,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHNQ4,id_cusip,AR1664192,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHNQ4,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHNQ4,ticker,AR1664192,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHNQ4,name,BANC CREDITO INVERSIONES,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHNQ4,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHNQ4,issuer,BANC CREDITO INVERSIONES,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHNQ4,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHPH9,id_isin,CL0002417476,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHPH9,id_cusip,AR1664218,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHPH9,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHPH9,ticker,AR1664218,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHPH9,name,BANC CREDITO INVERSIONES,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHPH9,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHPH9,issuer,BANC CREDITO INVERSIONES,corp_pfd.diff,2024-02-23 21:56:28
BBG00JZDHPH9,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00K08X5D5,id_isin,ARSUPE5600A9,corp_pfd.diff,2024-02-23 21:56:28
BBG00K08X5D5,id_cusip,AR1789205,corp_pfd.diff,2024-02-23 21:56:28
BBG00K08X5D5,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00K08X5D5,ticker,AR1789205,corp_pfd.diff,2024-02-23 21:56:28
BBG00K08X5D5,name,BANCO SUPERVIELLE SA,corp_pfd.diff,2024-02-23 21:56:28
BBG00K08X5D5,exch_code,BUENOS AIRES,corp_pfd.diff,2024-02-23 21:56:28
BBG00K08X5D5,issuer,BANCO SUPERVIELLE SA,corp_pfd.diff,2024-02-23 21:56:28
BBG00K08X5D5,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00K54NDM3,id_isin,ARSION560029,corp_pfd.diff,2024-02-23 21:56:28
BBG00K54NDM3,id_cusip,AR4349353,corp_pfd.diff,2024-02-23 21:56:28
BBG00K54NDM3,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00K54NDM3,ticker,AR4349353,corp_pfd.diff,2024-02-23 21:56:28
BBG00K54NDM3,name,SION SA,corp_pfd.diff,2024-02-23 21:56:28
BBG00K54NDM3,exch_code,BUENOS AIRES,corp_pfd.diff,2024-02-23 21:56:28
BBG00K54NDM3,issuer,SION SA,corp_pfd.diff,2024-02-23 21:56:28
BBG00K54NDM3,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00K677TN7,id_isin,ARPUER560024,corp_pfd.diff,2024-02-23 21:56:28
BBG00K677TN7,id_cusip,AR5028337,corp_pfd.diff,2024-02-23 21:56:28
BBG00K677TN7,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00K677TN7,ticker,AR5028337,corp_pfd.diff,2024-02-23 21:56:28
BBG00K677TN7,name,PUERTO LAS PALMAS SA,corp_pfd.diff,2024-02-23 21:56:28
BBG00K677TN7,exch_code,BUENOS AIRES,corp_pfd.diff,2024-02-23 21:56:28
BBG00K677TN7,issuer,PUERTO LAS PALMAS SA,corp_pfd.diff,2024-02-23 21:56:28
BBG00K677TN7,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95GR25,id_isin,CL0002423888,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95GR25,id_cusip,AR6842348,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95GR25,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95GR25,ticker,AR6842348,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95GR25,name,SCOTIABANK CHILE,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95GR25,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95GR25,issuer,SCOTIABANK CHILE,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95GR25,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95HC27,id_isin,CL0002423870,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95HC27,id_cusip,AR6846976,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95HC27,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95HC27,ticker,AR6846976,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95HC27,name,SCOTIABANK CHILE,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95HC27,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95HC27,issuer,SCOTIABANK CHILE,corp_pfd.diff,2024-02-23 21:56:28
BBG00K95HC27,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R64,id_isin,USC88568AA57,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R64,id_cusip,AR7137490,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R64,id_sedol1,BMFJGG3,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R64,ticker,AR7137490,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R64,name,TITAN ACQ/CO-BORROWER,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R64,exch_code,TRACE,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R64,issuer,TITAN ACQ/CO-BORROWER,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R64,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R73,id_isin,US88827AAA16,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R73,id_cusip,88827AAA1,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R73,id_sedol1,BD4B0T8,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R73,ticker,AR7137508,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R73,name,TITAN ACQ/CO-BORROWER,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R73,exch_code,TRACE,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R73,issuer,TITAN ACQ/CO-BORROWER,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9H8R73,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9HCJL0,id_isin,CL0002426667,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9HCJL0,id_cusip,AR7139082,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9HCJL0,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9HCJL0,ticker,AR7139082,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9HCJL0,name,SECURITY HOLDINGS S.A.,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9HCJL0,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9HCJL0,issuer,SECURITY HOLDINGS S.A.,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9HCJL0,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NLVN8,id_isin,MX91AX080048,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NLVN8,id_cusip,AR7253651,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NLVN8,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NLVN8,ticker,AR7253651,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NLVN8,name,GRUPO GAXO SA DE CV,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NLVN8,exch_code,MEXICO,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NLVN8,issuer,GRUPO GAXO SA DE CV,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NLVN8,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBJD1V0,id_isin,PEP75100K333,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBJD1V0,id_cusip,AR8044810,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBJD1V0,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBJD1V0,ticker,AR8044810,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBJD1V0,name,LEASING TOTAL SA,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBJD1V0,exch_code,LIMA,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBJD1V0,issuer,LEASING TOTAL SA,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBJD1V0,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3344,id_isin,US49835KAC71,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3344,id_cusip,49835KAC7,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3344,id_sedol1,BFMMHF2,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3344,ticker,AR8085904,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3344,name,KIZUNA II RE LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3344,exch_code,BERMUDA,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3344,issuer,KIZUNA II RE LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3344,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3T10,id_isin,US49835KAD54,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3T10,id_cusip,49835KAD5,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3T10,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3T10,ticker,AR8088213,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3T10,name,KIZUNA II RE LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3T10,exch_code,TRACE,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3T10,issuer,KIZUNA II RE LTD,corp_pfd.diff,2024-02-23 21:56:28
BBG00KBK3T10,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPS111,id_isin,XS1799053969,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPS111,id_cusip,AR8349672,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPS111,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPS111,ticker,AR8349672,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPS111,name,ITAU UNIBANCO SA/NASSAU,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPS111,exch_code,NOT LISTED,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPS111,issuer,ITAU UNIBANCO SA/NASSAU,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPS111,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPSNW9,id_isin,XS1799054009,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPSNW9,id_cusip,AR8353716,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPSNW9,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPSNW9,ticker,AR8353716,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPSNW9,name,ITAU UNIBANCO SA/NASSAU,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPSNW9,exch_code,NOT LISTED,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPSNW9,issuer,ITAU UNIBANCO SA/NASSAU,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDPSNW9,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJS65,id_isin,CL0002428036,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJS65,id_cusip,AR8678153,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJS65,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJS65,ticker,AR8678153,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJS65,name,BANCO BICE,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJS65,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJS65,issuer,BANCO BICE,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJS65,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJTC6,id_isin,CL0002428044,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJTC6,id_cusip,AR8678195,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJTC6,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJTC6,ticker,AR8678195,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJTC6,name,BANCO BICE,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJTC6,exch_code,SANTIAGO,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJTC6,issuer,BANCO BICE,corp_pfd.diff,2024-02-23 21:56:28
BBG00KDZJTC6,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00KFLSSJ0,id_isin,CL0002428093,corp_pfd.diff,2024-02-23 21:56:28
BBG00KFLSSJ0,id_cusip,AR8774820,corp_pfd.diff,2024-02-23 21:56:28
BBG00KFLSSJ0,id_sedol1, ,corp_pfd.diff,2024-02-23 21:56:28
